,Source,Target,Weight
37700,boat,wakeboarding,1
37701,looking,broccoli,1
37702,sitting,enclosed,1
37703,mixing,somehting,1
37704,walk,waiting,2
37705,fight,pretend,1
37706,fat,cut,7
37707,corner,lying,1
37708,walking,tighrope,1
37709,strips,cook,1
37710,sunbathing,sunglasses,1
37711,are,building,13
37712,covers,comes,1
37713,turning,doing,1
37714,raw,mixing,2
37715,noodles,placed,2
37716,Lightening,light,2
37717,read,sit,1
37718,pecks,sniffs,2
37719,warming,parking,1
37720,trotting,open,1
37721,circles,rides,7
37722,is,center,10
37723,deleted,scene,2
37724,boy,wet,1
37725,karate,starts,1
37726,received,free,1
37727,learn,forgot,1
37728,points,runs,1
37729,doing,sliding,1
37730,rice,pudding,66
37731,girl,chatting,1
37732,wrestling,head,2
37733,'s,covering,3
37734,girl,iceskates,1
37735,sitting,skin,2
37736,Roasting,Cook,1
37737,roof,run,1
37738,knocked,boy,10
37739,boy,slips,2
37740,face,boys,3
37741,walks,shot,2
37742,seasoning,cut,2
37743,exercise,shown,1
37744,cute,laying,1
37745,rope,building,1
37746,swiming,fish,2
37747,smelling,panda,1
37748,pushing,made,1
37749,tried,lift,1
37750,skills,knife,20
37751,is,circling,2
37752,like,Looks,3
37753,is,waliking,1
37754,walks,lake,1
37755,dancing,hands,6
37756,styling,boy,3
37757,pet,searching,2
37758,tree,dog,29
37759,ball,searching,1
37760,bottle,somthing,1
37761,is,moonwalking,4
37762,removing,cooking,1
37763,stay,struggling,1
37764,animal,talk,1
37765,flashes,rope,1
37766,wearing,scratched,1
37767,performs,bowling,1
37768,drip,deep,1
37769,breading,flour,1
37770,cuts,keeps,1
37771,enclosed,cocks,1
37772,grooming,paw,2
37773,panda,laying,23
37774,cute,listeing,1
37775,washing,bottle,2
37776,peel,dog,1
37777,prepared,sprinkled,1
37778,removing,slice,3
37779,is,performs,3
37780,is,blocking,3
37781,moves,narrates,1
37782,colored,'s,2
37783,scissors,cutting,67
37784,curl,moving,2
37785,pan,fire,1
37786,disturbing,drinking,1
37787,eating,chili,3
37788,open,headset,2
37789,crosses,train,2
37790,is,chuckling,1
37791,watching,playing,3
37792,boy,speaking,13
37793,ridint,horse,1
37794,worshiping,makes,1
37795,seeing,child,2
37796,falls,drunken,2
37797,legs,using,8
37798,kitten,dangling,1
37799,faked,shot,1
37800,dipping,meat,2
37801,Pouring,fruit,1
37802,makes,closes,1
37803,baby,rubs,5
37804,»,song,24
37805,thumbs,shouting,1
37806,braids,hair,3
37807,carrot,slice,5
37808,sticks,used,2
37809,is,welcomed,1
37810,boiled,stirred,1
37811,started,mixing,1
37812,jumped,rain,1
37813,delivering,speech,3
37814,chop,cut,1
37815,places,chops,1
37816,ice,pouring,2
37817,forget,playï,1
37818,fire,happen,1
37819,licking,enjoying,2
37820,girl,icing,4
37821,legs,beam,1
37822,sitting,talking,22
37823,good,mix,1
37824,ball,Animated,1
37825,chili,empties,2
37826,dasncing,is,1
37827,tree,hid,2
37828,sea,need,3
37829,give,»,3
37830,talking,dirt,1
37831,prepared,sleep,1
37832,gazing,open,1
37833,reclining,amidst,1
37834,opens,hops,1
37835,whistles,rocking,1
37836,pulling,fish,5
37837,run,quacking,1
37838,took,being,1
37839,running,seeing,1
37840,wine,stiring,1
37841,tries,skateboarding,1
37842,butterfly,closed,1
37843,scoops,lengthwise,1
37844,made,drives,1
37845,know,was,1
37846,have,broke,2
37847,form,presses,1
37848,bow,ran,1
37849,making,chewing,1
37850,held,kitten,7
37851,beef,piece,3
37852,dog,skateboards,2
37853,bat,sitting,1
37854,guys,running,5
37855,oven,keeping,3
37856,block,bowl,4
37857,ice,squatting,1
37858,is,drives,6
37859,preparing,marinade,1
37860,chicken,slice,2
37861,closing,was,1
37862,transfers,removes,1
37863,sing,show,1
37864,serve,Remember,1
37865,snake,slithered,3
37866,stirs,mix,1
37867,knocks,stick,1
37868,EATING,PREPARING,1
37869,spurned,get,1
37870,showing,drawing,1
37871,string,playing,6
37872,seating,chair,1
37873,runs,potato,1
37874,stitching,is,3
37875,serves,is,1
37876,takes,drive,1
37877,baby,»,2
37878,looks,backing,2
37879,Washing,hands,1
37880,dining,serving,1
37881,meat,picking,1
37882,meowing,holds,1
37883,running,dribbles,1
37884,try,baby,1
37885,were,sitting,3
37886,paddle,oven,1
37887,making,fish,8
37888,buying,am,1
37889,rope,climbs,8
37890,jumps,bite,1
37891,galloped,horse,6
37892,followed,wheels,1
37893,head,leaps,1
37894,stone,top,3
37895,jump,shoots,1
37896,turns,heads,1
37897,jumped,sand,1
37898,falling,river,2
37899,stab,used,1
37900,ball,bring,1
37901,dinner,boy,6
37902,had,performed,1
37903,shrimp,raw,13
37904,raiding,doing,3
37905,attempting,climb,1
37906,powder,stepping,1
37907,chicken,containing,3
37908,pan,stir,3
37909,mouth,dumping,1
37910,meat,cleaning,2
37911,scratch,baby,1
37912,emerging,falling,1
37913,puts,get,3
37914,skin,head,3
37915,leaps,runs,2
37916,yelling,flailing,1
37917,uses,mouth,1
37918,throws,shot,4
37919,got,arrested,1
37920,knocked,end,1
37921,climbs,open,1
37922,kneeling,pawing,1
37923,squirming,petting,1
37924,grill,separate,1
37925,running,pack,1
37926,bed,dressed,3
37927,dirt,plowing,1
37928,dips,spaghetti,1
37929,'s,judged,1
37930,had,weared,1
37931,shaking,pickle,1
37932,taking,are,20
37933,karate,holding,1
37934,boy,touching,4
37935,free,throwing,1
37936,boy,operating,1
37937,tube,runs,1
37938,boy,crosses,2
37939,help,hard,1
37940,greasing,pan,6
37941,cutting,chicken,67
37942,is,closing,19
37943,doing,fishing,3
37944,inspected,praying,1
37945,jumps,fishes,1
37946,tears,folds,1
37947,watch,ride,2
37948,runs,ice,1
37949,enjoy,given,1
37950,are,stopping,1
37951,exercises,moving,1
37952,acts,guitar,1
37953,telling,heroine,1
37954,runs,light,1
37955,bumped,girl,1
37956,added,plate,1
37957,high,fails,1
37958,walking,ride,1
37959,cuts,cubes,3
37960,cutttingt,slices,1
37961,paying,is,2
37962,ground,made,1
37963,flip,remote,1
37964,styling,is,46
37965,squeezes,pan,1
37966,bite,left,1
37967,climbing,steps,5
37968,standing,falls,4
37969,came,place,1
37970,color,makeup,1
37971,play,boxing,1
37972,trying,sweep,1
37973,RUNNING,WATCHING,1
37974,try,take,1
37975,puts,bowl,46
37976,baby,inserting,1
37977,picking,tree,1
37978,animation,being,1
37979,baby,exercise,6
37980,ball,smashing,2
37981,toting,dog,1
37982,stressing,is,1
37983,shift,appears,2
37984,tickled,being,5
37985,tree,hide,3
37986,hung,tree,1
37987,fire,lights,3
37988,block,blocks,1
37989,brushed,curls,1
37990,heads,bending,1
37991,pulling,fro,1
37992,threw,dirt,1
37993,speed,flying,1
37994,drinking,drinking,2
37995,exercising,fat,2
37996,wheel,'s,2
37997,has,high,1
37998,trash,is,3
37999,cocks,is,1
38000,is,bit,4
38001,transferred,pan,3
38002,rescues,got,1
38003,¿,meet,2
38004,peoples,drives,1
38005,powdered,whisks,1
38006,practicing,boxing,3
38007,peeling,fish,5
38008,tree,moves,1
38009,are,be,5
38010,guitar,enjoyed,1
38011,helping,Domesticated,1
38012,pile,is,8
38013,fell,corner,2
38014,helping,swims,1
38015,parsley,carrot,1
38016,standing,follows,2
38017,leaps,falls,2
38018,sauce,prepare,1
38019,sauce,tasted,2
38020,wine,puts,1
38021,cub,climb,4
38022,soup,open,1
38023,trying,attack,2
38024,soutaying,is,1
38025,grates,vegetables,1
38026,playing,entering,1
38027,hands,reach,1
38028,cook,mutton,2
38029,herbs,cutting,11
38030,beï,»,1
38031,is,ring,9
38032,warm,welcome,1
38033,standing,seat,2
38034,striking,post,1
38035,riding,flip,1
38036,cook,Preparing,1
38037,dropping,boiling,3
38038,admiring,laptop,1
38039,row,aligned,1
38040,reminds,put,1
38041,being,throwing,1
38042,born,crying,1
38043,giving,get,1
38044,[,is,5
38045,called,»,4
38046,pours,heat,1
38047,shoe,tied,1
38048,squatting,pole,2
38049,topples,laughs,1
38050,wedding,soup,3
38051,knife,roasted,1
38052,was,preparing,3
38053,notice,box,1
38054,shoots,boat,1
38055,brushed,chimpanzee,2
38056,¿,ser,3
38057,tips,photography,1
38058,being,driving,2
38059,sliced,carrot,18
38060,sword,is,83
38061,get,walking,3
38062,running,stealing,1
38063,soaked,cut,3
38064,boy,stairing,1
38065,thank,cubed,1
38066,hair,¿,1
38067,raise,holding,1
38068,bowl,dressing,1
38069,steal,baby,1
38070,saddle,hops,1
38071,rear,waving,1
38072,is,lying,158
38073,pushing,appear,1
38074,followed,see,1
38075,applies,hands,1
38076,wheeling,is,3
38077,stand,ground,1
38078,song,guitar,44
38079,is,hooting,1
38080,ï,good,2
38081,hug,girl,1
38082,conversing,is,1
38083,center,bread,1
38084,ship,blows,1
38085,riding,opposite,1
38086,observing,shut,1
38087,bowl,fill,1
38088,puts,walking,1
38089,wheels,followed,1
38090,rolling,hands,6
38091,coloring,shadow,1
38092,trying,hill,5
38093,are,arriving,2
38094,grow,rice,4
38095,placing,broth,3
38096,card,picks,7
38097,shotgun,headset,1
38098,swing,bears,2
38099,shouting,boy,1
38100,peel,slice,1
38101,styles,hair,7
38102,kicking,passing,1
38103,top,did,2
38104,'s,Arranging,1
38105,diced,carrot,1
38106,kitten,taking,1
38107,falling,girl,20
38108,swiping,lays,1
38109,please,stop,1
38110,supported,right,1
38111,lake,synchronized,1
38112,addicting,is,1
38113,pulled,river,1
38114,presenting,funny,1
38115,training,fight,1
38116,pole,catching,1
38117,eyes,closing,4
38118,are,reaches,2
38119,EATING,IS,31
38120,experimented,boy,1
38121,hitting,ball,21
38122,'s,scales,2
38123,pees,lake,1
38124,stove,spices,2
38125,wine,girl,1
38126,startles,catch,1
38127,carrying,pushing,1
38128,passing,riding,1
38129,bed,spices,1
38130,knocked,flooded,1
38131,do,learn,2
38132,reading,making,2
38133,get,paw,1
38134,move,have,1
38135,layer,top,3
38136,performing,balance,3
38137,dress,paws,1
38138,'s,enclosed,1
38139,doing,scarred,2
38140,rolled,ground,2
38141,trecking,is,1
38142,'S,COMING,1
38143,boys,entertain,1
38144,tried,ride,1
38145,passed,dog,1
38146,dressed,sleeping,1
38147,tongue,keeps,1
38148,demonstrates,windows,1
38149,girl,crying,1
38150,spring,bits,1
38151,'s,darkened,1
38152,hide,barks,1
38153,like,was,7
38154,applying,brown,2
38155,fish,dives,4
38156,keyboard,Marching,1
38157,shrimp,boiled,1
38158,interacts,child,1
38159,jumps,working,1
38160,sprinkled,prepared,1
38161,shakes,dressed,1
38162,heard,smoke,1
38163,know,traning,1
38164,dirt,dig,2
38165,leaf,staring,1
38166,legs,depicted,1
38167,mouse,dangles,1
38168,seated,egg,1
38169,mean,working,1
38170,powders,face,1
38171,boy,inspected,1
38172,wathces,roll,1
38173,steps,playing,2
38174,genuflecting,runs,1
38175,sitting,¿,1
38176,open,tap,2
38177,Lightning,striking,6
38178,sauce,chopped,1
38179,eyes,tried,1
38180,climbs,beside,1
38181,hold,enjoying,1
38182,rice,be,1
38183,legs,are,10
38184,is,pickle,9
38185,evening,showing,1
38186,sings,bed,1
38187,hands,keyboard,1
38188,wine,drinking,3
38189,light,is,13
38190,playing,hitting,1
38191,dancing,taking,1
38192,sailing,holding,1
38193,palms,kneaded,1
38194,sauce,teaching,1
38195,took,drink,2
38196,work,give,1
38197,play,seeing,1
38198,head,wet,2
38199,child,laughing,12
38200,beaten,being,4
38201,k,»,6
38202,plate,top,6
38203,are,soup,1
38204,placing,frying,3
38205,eating,funny,2
38206,fall,pants,1
38207,thumbs,seen,1
38208,love,dancing,1
38209,are,drifting,3
38210,boy,combing,2
38211,boy,humming,1
38212,drags,kill,1
38213,herself,writing,1
38214,dolls,pushed,1
38215,Please,beï,1
38216,is,fuel,4
38217,shown,wading,1
38218,kangaroo,nibbling,1
38219,cooking,Adding,1
38220,flower,playing,1
38221,step,ground,1
38222,making,stick,2
38223,being,eating,1
38224,eats,jumps,1
38225,placed,mix,1
38226,properly,checking,1
38227,side,sat,1
38228,Amazing,love,1
38229,head,is,197
38230,backwards,chase,2
38231,goes,leading,1
38232,talking,cute..but,1
38233,walking,ball,10
38234,hits,tossing,2
38235,steps,standing,1
38236,surrounded,muddy,3
38237,humming,seated,3
38238,dancing,loses,1
38239,grill,fries,1
38240,making,glow,1
38241,meat,getting,1
38242,itching,self,3
38243,face,contains,1
38244,bowl,adds,26
38245,seated,wearing,3
38246,play,violin,5
38247,stir,marinated,1
38248,drawn,horse,5
38249,trying,dangled,1
38250,fires,target,4
38251,wants,boy,2
38252,towards,walk,1
38253,dog,sooooo,1
38254,shrimp,eats,2
38255,done,¿,3
38256,venileve,sing,1
38257,placing,strips,4
38258,are,flour,1
38259,slice,stuff,1
38260,beating,sticks,2
38261,ground,being,1
38262,guys,watching,1
38263,is,wondering,4
38264,bread,elongated,1
38265,failing,jump,1
38266,set,hits,2
38267,using,acts,1
38268,squirting,is,2
38269,cleaning,paws,2
38270,skating,ice,34
38271,kitten,fall,2
38272,gestures,say,1
38273,face,performing,2
38274,seeing,dance,1
38275,beating,cloth,1
38276,filled,putting,2
38277,row,filled,1
38278,pole,whipped,2
38279,»,using,3
38280,right,look,1
38281,elses,hair,1
38282,encouraging,baby,1
38283,knife,fries,1
38284,trying,go,9
38285,be,getting,2
38286,hammer,used,3
38287,flower,throwing,1
38288,being,dragged,5
38289,background,was,2
38290,takes,simulated,1
38291,hanging,baby,5
38292,child,attacked,1
38293,running,hands,5
38294,runs,rotating,1
38295,Using,block,1
38296,cracked,girl,2
38297,demonstrating,recipe,2
38298,staring,switches,1
38299,plays,were,1
38300,bowling,ball,10
38301,squash,type,1
38302,chops,licking,2
38303,put,child,1
38304,is,struck,1
38305,ringing,boy,1
38306,slice,shuts,1
38307,boy,headset,4
38308,sea,fishing,5
38309,sliding,paws,1
38310,bite,i,1
38311,fish,sized,1
38312,leads,land,1
38313,ground,meat,15
38314,act,skateboarding,1
38315,inch,towards,1
38316,wrestled,ground,5
38317,stove,chopped,4
38318,adds,grinds,1
38319,sleeping,seeing,1
38320,whale,eats,2
38321,placed,sprinkles,2
38322,grabs,frog,1
38323,walking,bouncing,1
38324,cut,cuts,1
38325,pickled,slicing,1
38326,toys,dancing,2
38327,learing,play,1
38328,checking,beat,1
38329,blocked,hung,1
38330,gets,hurt,2
38331,kitten,paw,1
38332,egg,put,7
38333,Sliced,is,1
38334,trying,seated,4
38335,baby,danced,3
38336,playing,marching,13
38337,flooded,are,2
38338,hit,crying,1
38339,high,river,2
38340,boiling,beans,1
38341,removing,baby,1
38342,let,deep,1
38343,slide,ride,1
38344,hanging,plays,1
38345,scrubbed,bottom,2
38346,chimpanzee,demonstrated,1
38347,working,hammer,5
38348,giving,snake,2
38349,run,getting,1
38350,walking,reception,2
38351,girl,pulls,1
38352,Cooking,video,1
38353,upside,couch,2
38354,chained,starts,1
38355,pecked,made,1
38356,revolve,describing,1
38357,trained,bit,1
38358,bacon,trying,7
38359,side,knife,7
38360,flour,ball,1
38361,added,types,1
38362,keyboard,starts,1
38363,using,drive,1
38364,noodles,boiling,29
38365,picks,manages,1
38366,shook,body,1
38367,boat,crossing,1
38368,gets,box,5
38369,combining,make,1
38370,cake,spices,1
38371,adjusting,is,1
38372,huddling,are,2
38373,using,chopped,3
38374,pepperoni,pizza,21
38375,get,shows,2
38376,go,married,1
38377,striking,throwing,1
38378,being,twirled,1
38379,being,darkened,1
38380,holding,sneaks,1
38381,drinking,seem,1
38382,are,wondering,5
38383,song,sang,7
38384,guitar,having,1
38385,¿,hard,1
38386,loris,moving,2
38387,mouth,get,5
38388,s,calls,1
38389,stuffing,ball,1
38390,taking,work,1
38391,doing,rope,6
38392,ball,runs,20
38393,hammer,lens,2
38394,stems,slices,1
38395,cleaning,speaking,1
38396,attempts,jump,2
38397,do,dance,4
38398,swishes,side,1
38399,boy,whacks,1
38400,gon,'m,1
38401,'s,stopped,1
38402,flip,is,17
38403,holding,slips,2
38404,ground,make,1
38405,make,breaded,1
38406,investigating,is,8
38407,illuminate,is,1
38408,takes,pants,2
38409,panda,slide,28
38410,sounds,funny,1
38411,dog,feeds,1
38412,bed,scarred,2
38413,rain,song,4
38414,cooking,Pouring,1
38415,kissig,boy,1
38416,sushi,rice,1
38417,chicken,make,17
38418,is,bxing,1
38419,trying,felled,1
38420,played,violin,11
38421,guys,making,1
38422,box,closes,2
38423,dancing,cleaning,1
38424,graduated,ï,1
38425,pancake,pancake,4
38426,girl,measuring,1
38427,fixed,is,2
38428,chopping,crushing,2
38429,surround,moveing,1
38430,removing,pan,2
38431,playing,handling,1
38432,is,spices,74
38433,like,keyboard,2
38434,spreading,sauce,1
38435,drank,running,2
38436,unpeeled,using,1
38437,splashing,suspended,1
38438,piece,watches,2
38439,chicken,cuts,10
38440,runs,walks,1
38441,pawing,standing,1
38442,beside,standing,6
38443,has,end,3
38444,chase,ball,1
38445,crawling,going,1
38446,bacon,prepared,1
38447,friend,girl,7
38448,chasing,jumped,2
38449,beach,interviewing,1
38450,snake,trying,5
38451,drawing,steps,1
38452,pole,moves,2
38453,sprint,starting,1
38454,face,pickle,5
38455,stirred,dry,3
38456,potato,grates,1
38457,cries,dumps,1
38458,trying,dribble,4
38459,i,girl,1
38460,smoking,boy,1
38461,swapping,card,1
38462,mountains,covered,1
38463,face,raised,1
38464,mad,drops,1
38465,climbing,cake,5
38466,reaching,dog,1
38467,baby,sipping,1
38468,brush,shaving,10
38469,building,crash,1
38470,separated,plate,1
38471,applying,slices,1
38472,scene,fighitng,1
38473,boy,had,1
38474,knife,lengthwise,1
38475,scating,boys,1
38476,is,inorder,1
38477,hold,fish,1
38478,paddles,boat,1
38479,lights,multicolored,1
38480,mushrooms,knife,9
38481,¿,LOVE,2
38482,sautÃ©s,sits,1
38483,Can,put,1
38484,bread,boy,2
38485,rope,skipping,16
38486,wallaby,playing,2
38487,showing,landing,1
38488,do,scene,2
38489,chops,jalapeno,1
38490,felled,kangaroo,1
38491,background,jumping,1
38492,diving,flip,8
38493,pushes,backing,1
38494,whacks,'s,1
38495,takes,'s,1
38496,'s,Cooking,6
38497,sink,licking,1
38498,throws,screaming,1
38499,pours,cook,2
38500,is,bring,2
38501,is,boating,10
38502,video,pasta,1
38503,carrot,slicing,114
38504,doing,background,1
38505,is,soak,1
38506,is,tapping,43
38507,married,are,3
38508,dog,pickup,1
38509,wrapping,marinade,1
38510,go,is,16
38511,shape,make,5
38512,cook,looking,1
38513,chicken,bags,1
38514,cutting,throws,1
38515,boys,boarding,1
38516,lights,change,2
38517,yells,lights,1
38518,body,is,65
38519,ride,circles,1
38520,saddle,holding,1
38521,use,»,2
38522,fro,are,1
38523,is,skewering,4
38524,act,showing,1
38525,rolling,sitting,2
38526,grabs,chair,2
38527,scared,is,1
38528,driving,runs,1
38529,baby,eats,17
38530,dog,starts,6
38531,serve,hands,1
38532,suprising,fly,1
38533,says,Inspired,1
38534,demonstrated,are,1
38535,knives,are,2
38536,doï,sharpening,2
38537,close,sitting,3
38538,brings,pops,1
38539,slapping,comes,1
38540,slices,mushrooms,1
38541,demo,bread,1
38542,king,is,2
38543,named,arangam,1
38544,closed,seated,1
38545,stone,falling,1
38546,falls,going,1
38547,recognize,do,1
38548,being,lengthwise,1
38549,legs,stretched,1
38550,hard,speaks,1
38551,pile,cook,1
38552,top,speckling,1
38553,running,»,1
38554,do,stab,1
38555,raised,'s,2
38556,dirt,use,1
38557,rice,bowling,1
38558,seeing,animal,4
38559,girl,forced,1
38560,stir,dumps,1
38561,panicking,is,1
38562,oven,talking,1
38563,enjoying,park,1
38564,topples,end,1
38565,crash,weird,1
38566,fat,girl,2
38567,escaping,dog,1
38568,are,startled,1
38569,placing,slicing,1
38570,head,peels,1
38571,hugged,close,1
38572,falling,hands,1
38573,left,handed,2
38574,plate,covers,1
38575,chicken,placing,10
38576,skateboarding,getting,1
38577,closes,takes,1
38578,crashes,pulls,1
38579,takes,drinking,1
38580,meat,roasting,1
38581,'s,go,1
38582,flips,leaps,1
38583,grunting,makes,1
38584,makes,catch,8
38585,are,runing,5
38586,wearing,falling,1
38587,is,top,112
38588,running,drops,2
38589,tap,bowl,1
38590,curry,preparing,14
38591,pushing,vacuum,1
38592,dow,rode,1
38593,¿,Remember,1
38594,ear,bites,2
38595,reading,girl,27
38596,cricket,dives,1
38597,is,graiting,1
38598,uncorking,cloth,1
38599,bucked,horse,1
38600,jumproping,is,1
38601,face,fight,1
38602,knows,¿,2
38603,decapitates,fish,1
38604,deep,fish,1
38605,bitting,mouth,2
38606,singing,fire,1
38607,are,invited,1
38608,came,looking,1
38609,meditating,sliding,1
38610,boat,sea,7
38611,tree,clearing,1
38612,ankle,is,9
38613,tiger,ground,1
38614,using,minced,2
38615,experienced,making,1
38616,beside,target,1
38617,bowl,watches,1
38618,whacking,tree,1
38619,golf,hit,2
38620,doing,somersault,2
38621,meat,put,12
38622,beans,bowls,1
38623,is,mixes,1
38624,jerks,holding,1
38625,making,fly,1
38626,separate,pizza,1
38627,playing,made,2
38628,paws,being,1
38629,walk,going,1
38630,falls,fails,2
38631,aiming,darts,1
38632,use,move,1
38633,skinned,snake,3
38634,being,rear,1
38635,containing,cut,1
38636,baby,swimming,2
38637,set,looking,1
38638,baby,scratched,2
38639,sticks,being,1
38640,wipe,squeeze,1
38641,fries,are,3
38642,cleaning,putting,1
38643,is,placing,136
38644,stated,»,1
38645,mans,marinade,1
38646,top,drives,2
38647,skiing,side,1
38648,herbs,dried,2
38649,is,plating,1
38650,flooded,sweep,1
38651,lying,injured,1
38652,round,pan,1
38653,resting,beside,1
38654,afraid,sneezing,1
38655,fish,got,2
38656,lifted,is,1
38657,minced,sprinkles,1
38658,keeps,falling,1
38659,running,throwing,1
38660,makes,hit,1
38661,sitting,chested,1
38662,side,song,1
38663,THE,be,1
38664,dressed,attacking,1
38665,chase,attempting,1
38666,tiger,stroking,1
38667,rolls,floured,1
38668,is,Cook,1
38669,imitating,is,6
38670,»,boat,2
38671,is,blast,5
38672,makes,leap,1
38673,drain,runs,1
38674,grill,piece,1
38675,ground,crawling,6
38676,playing,putting,2
38677,playing,beach,62
38678,hangs,eats,1
38679,roasted,slices,2
38680,served,egg,1
38681,brown,grated,1
38682,dog,taking,18
38683,tap,being,1
38684,being,sprinkled,10
38685,properly,chop,1
38686,vegetables,battered,2
38687,talks,walks,2
38688,right,turn,1
38689,beat,bowl,2
38690,raising,loris,1
38691,shows,work,1
38692,fly,pink,1
38693,explains,banana,1
38694,doing,rig\ding,1
38695,box,baby,3
38696,uses,do,1
38697,slides,hurts,1
38698,type,bottle,1
38699,dangling,playing,2
38700,tips,talking,1
38701,keyboard,cute,1
38702,»,give,3
38703,sliced,fat,2
38704,showing,banana,4
38705,falls,couch,3
38706,close,kitten,1
38707,jumps,swimming,9
38708,are,sitting,102
38709,boy,ranted,1
38710,turns,starts,2
38711,pull,'s,1
38712,bed,piece,1
38713,dolls,holding,3
38714,driving,dog,25
38715,rotates,doing,2
38716,wet,gets,2
38717,slime,dumped,5
38718,rice,stir,1
38719,violin,top,3
38720,doing,flipping,1
38721,climbing,washing,1
38722,spins,bounces,1
38723,cooking,given,2
38724,filled,walking,1
38725,starts,singing,2
38726,be,meat,2
38727,putting,suitcases,1
38728,went,bed,2
38729,drunken,is,3
38730,pushing,are,47
38731,flesh,portrayed,1
38732,like,eyes,2
38733,bicycle,assist,1
38734,gets,knocked,6
38735,washing,get,2
38736,lying,stares,1
38737,pygmy,showing,1
38738,huddled,looking,1
38739,swims,animal,1
38740,string,running,1
38741,duck,smelling,3
38742,head,plays,2
38743,considering,is,2
38744,talk,comes,1
38745,child,relaxing,1
38746,laying,makes,1
38747,falls,helped,2
38748,rock,flashes,1
38749,training,has,1
38750,photographs,take,1
38751,removes,fat,2
38752,cuttng,is,2
38753,fallen,treading,2
38754,walking,checking,1
38755,set,taking,2
38756,paw,licking,20
38757,play,moving,1
38758,driving,byk,1
38759,steal,are,1
38760,pickle,eyes,1
38761,chasing,are,37
38762,beef,fries,2
38763,wheel,hands,1
38764,pole,is,42
38765,meat,watches,1
38766,teaching,exercise,2
38767,does,playing,3
38768,scrubbed,cucumber,1
38769,scene,standing,3
38770,passing,singing,1
38771,skating,crashed,1
38772,is,scoot,1
38773,applied,is,5
38774,gets,spins,3
38775,help,travelling,1
38776,raw,spices,10
38777,cut,prepar,1
38778,rope,slices,3
38779,cooling,is,1
38780,made,faked,1
38781,whacked,hammer,1
38782,rolls,balls,5
38783,rotated,frying,1
38784,being,scare,1
38785,piece,cooking,2
38786,using,climing,1
38787,covered,scratch,1
38788,chasing,prey,4
38789,wagging,lying,3
38790,disturbing,fishes,1
38791,type,dog,1
38792,stopped,prays,1
38793,hill,chased,1
38794,please,was,1
38795,drinking,park,1
38796,chicken,prepares,1
38797,cool,broccoli,2
38798,been,blocked,1
38799,top,slicing,3
38800,baby,moved,1
38801,approaches,chases,1
38802,herbs,sprinkled,2
38803,mimicking,'s,1
38804,dog,dyfe,1
38805,climbing,holding,2
38806,bowl,unwraps,2
38807,balling,is,5
38808,swing,looks,1
38809,falls,cricket,2
38810,wakening,is,2
38811,n,ball,1
38812,andï,¿,7
38813,open,head,3
38814,pizza,cheaking,1
38815,muddy,lined,1
38816,colored,gets,1
38817,see,bears,1
38818,PREPARING,CUTTING,2
38819,passes,emerges,1
38820,chasing,animal,3
38821,striking,box,1
38822,do,changes,1
38823,high,sways,1
38824,squeeze,center,1
38825,exercise,child,5
38826,interviewing,falls,1
38827,scaring,show,1
38828,sing,are,7
38829,oatmeal,pours,1
38830,dressed,dog,5
38831,explains,bread,1
38832,trying,free,1
38833,'s,bit,17
38834,raw,chops,2
38835,speeding,trains,1
38836,dirt,crawling,1
38837,center,folds,3
38838,got,mad,1
38839,melting,block,1
38840,buying,considering,1
38841,turtle,moving,7
38842,tell,want,1
38843,preparing,sliced,1
38844,guys,boarding,1
38845,frog,pokes,2
38846,mountains,streets,1
38847,panda,takes,1
38848,cloth,'s,4
38849,pan,transferring,2
38850,i,test,2
38851,failing,'s,1
38852,are,fallen,2
38853,sword,stabbed,1
38854,exercise,demonstrates,2
38855,attacking,moose,1
38856,hunting,baby,1
38857,shrimp,demonstrates,2
38858,child,tossing,1
38859,talks,handcuffs,1
38860,sauce,served,1
38861,hold,move,1
38862,are,Using,1
38863,fish,hit,1
38864,done,plate,1
38865,fries,cutting,2
38866,waters,rowed,1
38867,gets,helping,1
38868,hit,hammer,19
38869,chopped,stirs,2
38870,ready,chopped,2
38871,swinging,rhythmic,1
38872,mixing,seeds,1
38873,towards,comes,1
38874,jumps,kicking,1
38875,crying,hit,1
38876,trying,tricks,1
38877,cloth,cut,2
38878,sea,hunting,1
38879,girl,slices,2
38880,noodles,stuffed,1
38881,cooking,stove,21
38882,is,waling,1
38883,bicycle,ride,15
38884,is,recording,5
38885,shifted,powdered,1
38886,crumbs,chop,1
38887,mushrooms,pouring,5
38888,be,was,3
38889,has,throught,1
38890,free,made,1
38891,'s,lighting,6
38892,dices,inch,2
38893,battering,frying,1
38894,sprinking,potato,1
38895,top,fitted,1
38896,has,drops,1
38897,flicking,frog,1
38898,sunglasses,putting,7
38899,pan,beat,1
38900,blanketed,pile,1
38901,carrot,pealing,1
38902,dough,sprinkled,1
38903,diving,free,1
38904,whisk,containing,1
38905,dog,shoulder,2
38906,climbing,tiger,1
38907,side,see,1
38908,raw,dips,1
38909,cut,eggs,1
38910,fool,fun,1
38911,swatting,paws,1
38912,landing,balance,2
38913,does,towards,2
38914,talking,took,3
38915,ball,sitting,1
38916,fro,walks,1
38917,dog,animated,3
38918,bread,shows,4
38919,'s,pointing,1
38920,hits,fixing,1
38921,guitars,sunglasses,1
38922,slices,ten,1
