,Unnamed: 0,Source,Target,Weight
134126,134126,woman,dicing,72
134186,134186,people,walking,32
134200,134200,music,are,56
134261,134261,pancake,is,33
134341,134341,man,apple,72
134395,134395,woman,cuts,186
134404,134404,exercises,man,45
134450,134450,man,bicycle,256
134559,134559,man,climbing,61
134638,134638,chops,pork,31
134925,134925,cat,sofa,56
135033,135033,adding,pan,61
135096,135096,plays,baby,37
135209,135209,cat,funny,42
135280,135280,down,puppy,38
135300,135300,is,bath,98
135370,135370,cutting,woman,662
135492,135492,plate,paper,69
135546,135546,poured,sauce,40
135610,135610,man,pepper,36
135744,135744,woman,pours,78
135969,135969,man,stage,169
136001,136001,man,towards,41
136149,136149,knife,pieces,52
136304,136304,man,open,86
136306,136306,song,dancing,44
136312,136312,cutting,carrot,72
136520,136520,pouring,woman,139
136522,136522,grating,is,67
136551,136551,is,singing,851
136668,136668,man,ups,39
136869,136869,rope,jumping,54
136926,136926,folding,person,45
137133,137133,sauce,pouring,113
137143,137143,person,down,43
137155,137155,walking,street,43
137197,137197,is,rolling,151
137454,137454,hair,combing,64
137598,137598,is,chair,156
137711,137711,sprinkler,moose,39
137918,137918,is,bus,53
137927,137927,peels,potato,38
137936,137936,is,sugar,53
137954,137954,doing,dance,41
137977,137977,paws,cat,76
138032,138032,girl,baby,49
138084,138084,dolls,skating,40
138358,138358,playing,teams,42
138371,138371,is,salt,44
138373,138373,person,hand,39
138443,138443,is,bag,101
138514,138514,wooden,playing,34
138541,138541,is,coconut,31
138555,138555,woman,showing,32
138770,138770,water,slide,69
138856,138856,stick,man,65
138891,138891,arts,martial,68
138937,138937,weights,man,122
139054,139054,motorcycle,crashes,32
139267,139267,man,doing,505
139294,139294,kind,is,38
139309,139309,street,riding,36
139362,139362,Someone,off,65
139450,139450,talking,men,81
139488,139488,off,slicing,31
139528,139528,is,holding,418
139628,139628,woman,adds,42
139672,139672,man,shows,45
139710,139710,is,package,44
139711,139711,dog,chasing,32
139747,139747,'s,hand,100
139902,139902,is,spinning,69
139980,139980,toy,cat,59
140044,140044,tiger,running,40
140130,140130,cracking,woman,80
140205,140205,legs,front,33
140262,140262,is,ground,244
140307,140307,giving,speech,40
140329,140329,boy,walking,49
140510,140510,is,motorcycle,294
140541,140541,man,rope,181
140695,140695,are,group,346
140804,140804,puppy,playing,134
141016,141016,tofu,woman,68
141245,141245,person,pours,45
141325,141325,children,playing,47
141460,141460,woman,removing,53
141624,141624,meat,lady,84
141658,141658,cats,are,55
141732,141732,Girls,are,67
141924,141924,bed,man,84
141942,141942,boy,man,60
142150,142150,her,making,55
142223,142223,sitting,while,59
142286,142286,her,talking,35
142294,142294,man,driving,207
142400,142400,frying,Someone,40
142416,142416,sprinkling,man,43
142606,142606,towel,is,57
142619,142619,floor,boy,36
142653,142653,man,adding,114
142747,142747,woman,breaking,50
142809,142809,board,diving,41
142838,142838,man,air,60
142866,142866,cards,playing,33
142894,142894,lady,her,153
142914,142914,are,running,287
142974,142974,egg,man,75
143103,143103,bowl,being,36
143183,143183,dancing,girls,186
143238,143238,drinking,girl,41
143253,143253,pepper,woman,69
143316,143316,water,trying,36
143562,143562,head,'s,76
143619,143619,is,instrument,115
143640,143640,road,riding,63
143692,143692,woman,holding,82
143730,143730,is,mountain,35
143766,143766,dirt,man,34
144106,144106,baby,mirror,36
144269,144269,boat,is,131
144317,144317,off,are,32
144326,144326,kitten,playing,131
144341,144341,man,beef,32
144448,144448,inside,man,37
144621,144621,off,plane,50
144622,144622,trumpet,is,97
144704,144704,eating,seeds,37
144713,144713,cutting,off,62
144738,144738,man,tomatoe,34
144740,144740,peeling,banana,52
144794,144794,beef,woman,36
144952,144952,climbing,woman,52
144963,144963,jumping,is,479
145048,145048,shown,is,59
145097,145097,man,breaking,98
145172,145172,Someone,sauce,45
145187,145187,woman,hand,60
145299,145299,speaking,man,117
145383,145383,dance,stage,42
145386,145386,steps,is,37
145409,145409,fish,is,389
145451,145451,grass,are,37
145511,145511,stairs,man,96
145726,145726,horse,man,603
145822,145822,motion,slow,57
145840,145840,Someone,dough,31
145860,145860,racing,are,85
145875,145875,are,chasing,37
146132,146132,food,is,648
146239,146239,used,man,33
146334,146334,kid,playing,86
146359,146359,poured,man,77
146397,146397,eating,cat,83
146398,146398,dog,water,218
146568,146568,dancing,Women,57
146837,146837,cat,gets,40
147004,147004,slow,man,33
147045,147045,is,placed,58
147133,147133,is,coming,62
147148,147148,is,chili,73
147236,147236,lady,potatoe,35
147268,147268,pot,water,104
147338,147338,off,fell,38
147365,147365,is,tree,179
147464,147464,dough,woman,82
147487,147487,cart,horse,37
147703,147703,man,behind,62
147707,147707,guy,is,422
147745,147745,man,hair,45
147765,147765,bike,are,38
147793,147793,wiping,is,41
147939,147939,brushing,woman,40
148057,148057,man,takes,61
148059,148059,soccer,Men,39
148121,148121,man,fish,182
148189,148189,crashes,motorcycle,32
148205,148205,girl,is,2057
148222,148222,riding,bicycle,280
148246,148246,is,spaghetti,76
148275,148275,monkey,playing,44
148280,148280,Someone,onion,86
148327,148327,brushing,teeth,41
148370,148370,eggs,cracking,57
148455,148455,pitcher,man,41
148468,148468,shows,man,45
148480,148480,piece,wood,50
148623,148623,dog,stairs,36
148664,148664,doing,are,112
148723,148723,is,flour,165
148734,148734,sleeping,baby,36
148981,148981,boy,playing,670
149031,149031,boy,floor,36
149094,149094,butter,woman,40
149247,149247,chili,man,76
149267,149267,poured,lady,35
149317,149317,climbing,is,243
149386,149386,off,skin,72
149502,149502,being,poured,35
149515,149515,smoking,cigarette,38
149565,149565,adding,is,325
149836,149836,together,walking,32
149927,149927,peeling,shrimp,65
150087,150087,man,runs,107
150145,150145,is,rowing,38
150212,150212,noodles,man,52
150375,150375,animal,man,33
150510,150510,car,toy,49
150539,150539,man,computer,47
150540,150540,man,onion,234
150632,150632,boat,are,48
150720,150720,car,person,85
151056,151056,is,hand,251
151089,151089,is,driven,43
151268,151268,brushing,is,136
151355,151355,pouring,pot,87
151531,151531,is,bacon,49
151670,151670,is,landing,66
151900,151900,is,branch,32
151907,151907,is,arms,38
152053,152053,is,sliding,114
152138,152138,took,man,31
152162,152162,reading,is,150
152314,152314,is,diving,76
152329,152329,food,plate,34
152405,152405,SOMETHING,IS,73
152728,152728,are,Men,362
152730,152730,meat,cuts,50
152766,152766,adding,woman,112
152784,152784,apart,is,33
152922,152922,crying,baby,51
152943,152943,is,hamster,109
153010,153010,lying,man,50
153174,153174,man,hands,202
153422,153422,piano,boy,153
153573,153573,cut,being,63
153609,153609,PLAYING,ARE,35
153683,153683,is,slice,81
153754,153754,RIDING,MAN,42
153801,153801,performing,is,276
153862,153862,pan,meat,74
153886,153886,boy,kick,33
153909,153909,man,cream,62
153976,153976,man,used,33
154021,154021,cat,wall,47
154033,154033,is,lady,751
154059,154059,are,Dogs,37
154075,154075,cute,baby,54
154135,154135,playing,boy,670
154224,154224,is,mango,91
154228,154228,skateboard,riding,61
154237,154237,one,man,254
154271,154271,man,dough,134
154596,154596,down,running,116
154615,154615,men,man,84
154666,154666,slide,is,44
154769,154769,playing,football,134
154946,154946,loaf,is,55
155118,155118,people,playing,71
155146,155146,is,cricket,35
155334,155334,eye,applying,60
155378,155378,board,cat,35
155517,155517,roof,man,60
155523,155523,man,weights,122
155577,155577,pot,woman,75
155645,155645,is,eggplant,53
155780,155780,cat,plays,67
155785,155785,woman,vegetables,123
155801,155801,mushroom,is,31
155880,155880,group,playing,54
155982,155982,woman,shooting,47
156006,156006,stirring,pot,43
156087,156087,is,stunt,70
156151,156151,leaves,cutting,47
156434,156434,looking,window,69
156435,156435,walking,person,45
156485,156485,apple,man,72
156639,156639,slice,man,79
156653,156653,man,newspaper,41
156781,156781,sauce,meat,32
156834,156834,water,frog,31
157040,157040,sauce,pot,70
157630,157630,dance,group,48
157742,157742,man,front,118
157838,157838,shot,basketball,32
157924,157924,scooter,riding,78
158169,158169,firing,is,153
158206,158206,is,dough,263
158287,158287,person,baby,36
158337,158337,makes,man,53
158553,158553,motorcycle,woman,76
158671,158671,bike,dirt,32
158673,158673,man,writing,40
158948,158948,man,kicking,79
158988,158988,slicing,carrot,114
159005,159005,sitting,dog,79
159056,159056,playing,band,88
159154,159154,lady,making,65
159163,159163,pan,man,264
159209,159209,girl,while,39
159217,159217,boy,trumpet,32
159267,159267,cat,head,115
159342,159342,baby,while,36
159346,159346,singing,microphone,67
159481,159481,speaking,is,164
159760,159760,man,playing,2619
159791,159791,potato,man,271
159795,159795,pot,sauce,70
159829,159829,played,guitar,125
159861,159861,person,placing,31
160008,160008,filling,water,73
160019,160019,track,down,35
160174,160174,back,cat,36
160196,160196,baseball,are,39
160270,160270,is,sofa,85
160286,160286,kichen,woman,33
160405,160405,dolls,ice,31
160553,160553,man,gets,58
160602,160602,is,bun,31
160660,160660,cut,is,188
160688,160688,flute,boy,44
160720,160720,air,man,60
160733,160733,are,kids,122
160748,160748,exercises,is,41
160765,160765,'s,'s,46
160940,160940,water,drinking,150
160957,160957,slices,tomato,33
160981,160981,cutting,lady,132
161062,161062,man,sprinkling,43
161123,161123,track,is,64
161314,161314,guitar,while,67
161466,161466,is,sword,83
161490,161490,is,car,838
161647,161647,tail,wagging,86
161724,161724,running,are,287
161930,161930,man,oil,99
161960,161960,water,woman,228
162042,162042,pepper,bell,51
162142,162142,sheet,is,58
162144,162144,is,fingers,42
162394,162394,cutting,man,862
162472,162472,woman,rides,81
162550,162550,is,trunk,31
162557,162557,bus,is,53
162756,162756,playing,video,58
162772,162772,woman,man,1502
163034,163034,pandas,are,48
163181,163181,pawing,is,31
163385,163385,pan,Someone,111
163434,163434,badger,hole,35
163444,163444,is,item,39
163530,163530,cat,ball,44
163533,163533,'s,is,544
163593,163593,are,football,85
163658,163658,man,motor,51
163707,163707,cutting,fish,57
163758,163758,man,bottle,46
163790,163790,fly,dog,39
163887,163887,peeled,lady,50
163933,163933,mango,is,91
163956,163956,off,lady,39
164010,164010,lifting,man,221
164311,164311,something,cooking,91
164325,164325,person,cooking,300
164463,164463,lying,is,158
164666,164666,string,is,31
164719,164719,woman,potatoes,50
164724,164724,clip,movie,42
164815,164815,bowl,chili,31
164878,164878,is,road,339
164969,164969,salad,is,31
165009,165009,cleaning,woman,41
165015,165015,loaf,slicing,42
165125,165125,talking,lady,31
165136,165136,lady,sliced,96
165188,165188,Boys,are,35
165266,165266,cat,box,187
165317,165317,drawing,person,41
165336,165336,is,rock,75
165385,165385,front,legs,33
165434,165434,lemur,sitting,36
165557,165557,car,hit,37
165753,165753,drinking,cat,118
165768,165768,using,cutting,45
165977,165977,cook,slicing,44
165984,165984,is,wearing,108
166019,166019,playing,box,34
166193,166193,cage,is,50
166417,166417,gets,man,58
166440,166440,man,vegetables,87
166597,166597,man,kicks,35
166649,166649,tearing,is,47
166709,166709,car,train,35
166793,166793,man,speech,38
167067,167067,be,appears,39
167133,167133,is,woods,66
167163,167163,hands,her,98
167225,167225,cat,jumping,93
167284,167284,chopping,is,591
167298,167298,is,brush,56
167349,167349,tree,is,179
167351,167351,staring,is,32
167469,167469,sitting,woman,81
167532,167532,girl,man,127
167564,167564,putting,pot,32
167627,167627,talking,girl,90
167737,167737,vegetables,pot,48
167763,167763,is,drink,43
167841,167841,crowd,is,38
167876,167876,glass,water,45
167880,167880,Someone,bowl,112
167891,167891,horse,ride,43
167976,167976,man,swinging,38
167978,167978,rock,woman,55
168053,168053,down,falls,114
168110,168110,soccer,goal,118
168233,168233,cracks,egg,36
168274,168274,target,is,71
168373,168373,oil,pot,36
168377,168377,back,her,41
168381,168381,fruit,is,73
168430,168430,cleaning,person,35
168519,168519,banana,man,138
168597,168597,drinking,cup,39
168660,168660,is,cheese,124
168749,168749,fighting,men,153
168797,168797,bowl,glass,59
168870,168870,scissors,cutting,67
168985,168985,down,riding,80
169009,169009,child,cat,45
169037,169037,are,ball,76
169198,169198,man,road,221
169213,169213,tomatoes,man,45
169296,169296,men,running,52
169302,169302,performing,dance,55
169350,169350,person,playing,325
169412,169412,woman,lipstick,33
169447,169447,is,yoga,39
169484,169484,pot,oil,36
169506,169506,football,playing,134
169524,169524,tortoise,is,42
169538,169538,song,is,169
169845,169845,is,cat,2081
169856,169856,painting,elephant,35
170118,170118,carrots,woman,32
170185,170185,playing,rabbit,49
170202,170202,window,cat,53
170211,170211,bowl,mixes,36
170212,170212,stage,playing,113
170236,170236,person,slices,84
170319,170319,is,hill,54
170522,170522,eats,man,51
170634,170634,man,sword,166
170767,170767,flour,woman,90
170902,170902,down,path,53
170925,170925,woman,doing,118
171088,171088,woman,piece,138
171192,171192,half,onion,35
171220,171220,swinging,is,84
171225,171225,man,shooting,395
171318,171318,kick,ball,42
171363,171363,paw,cat,52
171386,171386,drinking,is,356
171403,171403,frying,woman,135
171443,171443,bowl,water,134
171475,171475,slices,onion,63
171535,171535,down,street,234
171698,171698,room,is,124
171814,171814,tree,cutting,35
171864,171864,ball,mouth,36
172017,172017,is,face,184
172145,172145,eating,cow,72
172246,172246,showing,person,44
172385,172385,is,bike,389
172456,172456,nose,is,51
172565,172565,hands,woman,102
172605,172605,is,goal,38
172607,172607,off,taking,79
172612,172612,are,room,40
172624,172624,is,skating,82
172647,172647,cooking,something,91
172648,172648,woman,mushrooms,40
172667,172667,are,doing,112
172700,172700,is,carrying,136
172717,172717,is,pushing,199
172788,172788,piece,is,401
172805,172805,is,plastic,115
172947,172947,dog,wagging,70
173038,173038,hand,woman,60
173074,173074,watermelon,cat,83
173123,173123,is,computer,89
173312,173312,is,rice,238
173471,173471,is,'s,544
173505,173505,ground,is,244
173637,173637,girl,bicycle,33
173699,173699,woman,bike,54
173732,173732,microwave,is,44
173855,173855,dog,tail,166
173862,173862,People,playing,62
174064,174064,animated,is,42
174117,174117,food,baby,39
174150,174150,Someone,motorcycle,34
174279,174279,off,boy,42
174291,174291,puppy,floor,38
174352,174352,are,boat,48
174369,174369,group,stage,50
174375,174375,jumping,rope,54
174439,174439,woman,flour,90
174452,174452,playing,keyboard,180
174478,174478,is,funny,49
174578,174578,something,bowl,50
174742,174742,spices,is,74
174813,174813,yoga,is,39
174830,174830,person,cleaning,35
174924,174924,apple,woman,32
174938,174938,getting,are,37
175064,175064,sauce,bowl,31
175143,175143,is,looking,284
175275,175275,foot,is,45
175310,175310,makeup,applying,82
175322,175322,man,was,74
175352,175352,girl,flute,123
175429,175429,glass,bowl,59
175523,175523,playing,girl,444
175566,175566,behind,man,62
175572,175572,fighting,is,68
175648,175648,eating,is,1303
175766,175766,while,man,327
175792,175792,singing,playing,405
175844,175844,her,bed,42
175867,175867,speech,man,38
175920,175920,putting,pan,86
175924,175924,girl,running,38
176139,176139,is,brown,42
176410,176410,refrigerator,man,31
176460,176460,face,applying,41
176467,176467,potato,knife,39
176469,176469,stirring,person,46
176674,176674,chicken,preparing,35
176682,176682,Someone,slicing,207
176739,176739,man,dancing,506
176768,176768,person,coking,37
176820,176820,sidewalk,man,49
176839,176839,coffee,man,42
176875,176875,something,girl,40
177010,177010,tiger,playing,52
177186,177186,Someone,cut,48
177199,177199,playing,tiger,52
177282,177282,man,bull,33
177482,177482,lady,bowl,59
177485,177485,is,cucumber,173
177582,177582,man,office,33
177650,177650,egg,boiled,40
177701,177701,laughing,baby,182
177795,177795,man,camera,111
177819,177819,running,tiger,40
177863,177863,floor,lying,40
178204,178204,person,shooting,32
178235,178235,is,cook,202
178257,178257,'s,cat,133
178299,178299,is,peeler,33
178451,178451,bread,piece,40
178462,178462,potato,is,671
178494,178494,ginger,woman,39
178517,178517,are,pandas,48
178538,178538,girl,doing,95
178615,178615,is,kitten,308
178781,178781,something,is,869
178786,178786,behind,is,101
178832,178832,is,cubes,37
178870,178870,barks,dog,33
178919,178919,mixture,is,82
178928,178928,bull,is,37
179277,179277,preparing,woman,80
179341,179341,teeth,is,47
179423,179423,down,sliding,47
179544,179544,rope,walking,36
179769,179769,ball,playing,286
179918,179918,pan,is,619
179923,179923,man,carrots,113
180037,180037,are,girl,55
180082,180082,is,couple,76
180115,180115,person,keyboard,60
180240,180240,pots,man,34
180254,180254,dog,man,150
180299,180299,woman,head,51
180310,180310,is,lemon,91
180319,180319,eating,banana,63
180440,180440,down,going,47
180575,180575,man,noodles,52
180628,180628,pieces,is,434
180682,180682,man,seasoning,79
180708,180708,poured,being,35
180731,180731,car,are,128
180732,180732,is,riding,2055
180836,180836,drives,car,54
180848,180848,cut,lady,125
181034,181034,ball,running,35
181075,181075,man,teaching,48
181121,181121,table,eating,39
181138,181138,kitchen,is,54
181173,181173,sings,plays,51
181189,181189,toy,train,58
181322,181322,bath,woman,41
181369,181369,baby,are,66
181429,181429,bicycle,boy,53
181473,181473,is,stove,68
181490,181490,river,woman,31
181571,181571,piece,woman,138
181684,181684,bowl,sauce,31
181695,181695,bowl,adding,72
181729,181729,boy,soccer,48
181750,181750,ginger,slicing,31
181785,181785,dancing,is,1231
181813,181813,doing,tricks,107
181835,181835,hands,man,202
181903,181903,woman,talking,265
181920,181920,girl,singing,102
181928,181928,adding,bowl,72
181952,181952,woman,mixes,37
181957,181957,is,running,976
181973,181973,is,shotgun,35
182063,182063,slicing,person,329
182064,182064,mixing,ingredients,81
182084,182084,carrying,woman,36
182147,182147,is,violin,179
182157,182157,dough,man,134
182160,182160,flute,playing,445
182181,182181,lady,water,49
182193,182193,talking,are,324
182201,182201,women,making,80
182256,182256,person,preparing,70
182261,182261,down,fell,56
182375,182375,dancing,music,49
182467,182467,teeth,brushing,41
182576,182576,are,field,89
182611,182611,are,jumping,55
182648,182648,cucumber,cutting,40
182712,182712,is,hitting,141
182733,182733,tying,is,44
182814,182814,chef,preparing,40
182895,182895,WOMAN,IS,31
182941,182941,cuts,meat,50
182982,182982,woman,slicing,729
182986,182986,end,is,35
183110,183110,cat,toilet,44
183222,183222,woman,across,36
183270,183270,frog,finger,67
183329,183329,woman,meat,293
183377,183377,meat,is,671
183526,183526,baby,woman,90
183743,183743,playing,person,325
183752,183752,seasoning,is,188
183783,183783,underwater,is,32
183784,183784,played,flute,37
183879,183879,pot,rice,50
183886,183886,dog,barks,33
183916,183916,are,horse,52
183939,183939,man,putting,300
184043,184043,balls,is,49
184100,184100,holding,baby,49
184135,184135,knife,using,119
184164,184164,spaghetti,man,65
184169,184169,baby,sleeping,36
184192,184192,sea,is,57
184303,184303,playing,kids,58
184331,184331,pet,is,59
184361,184361,cat,walking,123
184498,184498,man,cheese,109
184567,184567,cutting,are,35
184679,184679,mushrooms,is,67
184728,184728,enjoying,man,31
184739,184739,washing,hands,46
184778,184778,face,woman,95
184947,184947,playing,men,227
184971,184971,woman,ground,31
185006,185006,man,cycle,54
185036,185036,girl,beach,34
185077,185077,looking,mirror,55
185195,185195,is,filled,36
185229,185229,phone,girls,31
185318,185318,women,man,64
185326,185326,cat,cleaning,34
185372,185372,cake,woman,53
185460,185460,is,chain,33
185474,185474,are,being,148
185553,185553,walking,girl,39
185590,185590,man,goose,31
185662,185662,sauce,Someone,45
185663,185663,is,river,49
185691,185691,is,flight,37
185755,185755,pulling,woman,32
185768,185768,eye,is,105
185848,185848,police,car,57
185858,185858,slicing,Someone,207
185910,185910,is,pool,137
185913,185913,stove,is,68
185921,185921,are,horses,61
185970,185970,man,her,64
186039,186039,cutting,person,504
186306,186306,appears,be,39
186328,186328,piece,cuts,58
186364,186364,women,dancing,199
186371,186371,is,speech,41
186384,186384,man,sharpening,32
186401,186401,flour,water,39
186454,186454,is,peppers,44
186471,186471,newspaper,is,35
186490,186490,man,shirt,38
186527,186527,riding,beach,52
186611,186611,pouring,Someone,98
186767,186767,is,otter,31
186891,186891,cat,eating,83
186895,186895,woman,exercising,76
186959,186959,elephant,painting,35
187022,187022,street,down,234
187142,187142,styling,hair,49
187167,187167,was,man,74
187221,187221,is,phone,321
187225,187225,riding,one,32
187258,187258,is,kicking,136
187263,187263,person,frying,46
187281,187281,are,fighting,466
187299,187299,is,ice,132
187301,187301,stairs,dog,36
187313,187313,man,speaking,117
187314,187314,lady,poured,35
187380,187380,band,is,168
187405,187405,water,Someone,87
187422,187422,dog,fly,39
187484,187484,is,bathroom,31
187497,187497,men,down,44
187518,187518,is,mushrooms,67
187537,187537,knife,tomato,38
187551,187551,licking,dog,36
187573,187573,stage,dancing,209
187645,187645,tomato,person,73
187721,187721,something,are,38
187730,187730,game,are,48
187771,187771,piano,cat,197
187795,187795,her,face,108
187807,187807,trick,is,66
187884,187884,man,sugar,42
187919,187919,runs,boy,34
187925,187925,man,sink,35
187982,187982,boy,teeth,37
187993,187993,kicking,boy,43
188002,188002,vegetables,cuts,35
188154,188154,sauce,man,177
188157,188157,showing,is,237
188184,188184,video,funny,36
188216,188216,violin,is,179
188350,188350,police,is,66
188386,188386,dog,stick,54
188606,188606,wall,runs,37
188648,188648,man,rice,102
188791,188791,is,board,181
188842,188842,being,sliced,65
188859,188859,bowl,person,146
188929,188929,tap,is,36
188952,188952,man,are,785
189094,189094,boy,running,73
189100,189100,One,man,60
189153,189153,pouring,sauce,113
189240,189240,woman,seasoning,65
189245,189245,wagging,tail,86
189341,189341,slow,is,90
189365,189365,person,potatoes,56
189504,189504,man,vegetable,66
189583,189583,elephant,baby,45
189611,189611,child,is,278
189686,189686,ball,soccer,195
189746,189746,off,fat,53
189771,189771,ice,dolls,31
189795,189795,man,ocean,38
189855,189855,is,stick,92
189876,189876,down,boy,69
190163,190163,runs,wall,37
190191,190191,sleeping,is,112
190197,190197,skating,girl,40
190254,190254,preparing,person,70
190452,190452,is,horse,1155
190482,190482,boy,scissors,33
190505,190505,legs,dog,33
190523,190523,baby,her,88
190549,190549,'s,are,68
190569,190569,racing,track,40
190661,190661,running,men,52
190679,190679,running,dog,201
190808,190808,dog,monkey,97
190817,190817,man,cucumbers,31
190879,190879,girl,horse,211
190931,190931,goal,scores,31
190950,190950,driving,is,394
190951,190951,is,fox,40
190962,190962,river,are,31
191040,191040,sings,man,54
191051,191051,is,strips,64
191064,191064,is,panda,254
191095,191095,legs,is,90
191099,191099,hamster,wheel,36
191157,191157,wood,piece,50
191278,191278,card,trick,56
191316,191316,is,practicing,48
191366,191366,Someone,piece,79
191646,191646,soccer,ball,195
191734,191734,watching,man,43
191755,191755,brushing,her,49
191855,191855,drawing,man,66
191897,191897,brushing,boy,32
191926,191926,man,pieces,154
192016,192016,is,polar,93
192052,192052,puppies,playing,58
192074,192074,playing,Men,110
192089,192089,removing,is,140
192107,192107,board,playing,31
192166,192166,lawn,mowing,38
192177,192177,back,dog,75
192182,192182,slices,cutting,68
192202,192202,bridge,is,48
192227,192227,is,pouring,650
192301,192301,is,applying,231
192372,192372,rowing,is,38
192385,192385,is,cow,68
192395,192395,man,sand,53
192407,192407,woman,gun,52
192450,192450,man,removing,55
192459,192459,is,paw,52
192476,192476,pouring,water,90
192524,192524,are,holding,34
192525,192525,sings,guitar,59
192705,192705,goal,boy,35
192783,192783,off,Someone,65
192862,192862,is,orange,43
192871,192871,man,kissing,95
192909,192909,pours,man,107
192941,192941,person,motorcycle,37
192957,192957,chopping,man,201
193014,193014,boy,falls,39
193031,193031,is,drinking,356
193046,193046,catch,is,45
193050,193050,baby,eating,117
193135,193135,bread,cutting,50
193158,193158,playing,stage,113
193161,193161,woman,singing,145
193302,193302,stunt,doing,46
193331,193331,cat,television,31
193381,193381,swimming,pool,227
193426,193426,garlic,bread,35
193450,193450,person,car,85
193482,193482,dog,balloons,32
193487,193487,is,dogs,84
193514,193514,fox,is,40
193520,193520,is,leg,37
193620,193620,woman,boat,63
193639,193639,band,performing,80
193933,193933,is,dance,75
193942,193942,sink,is,88
193950,193950,playing,group,54
194075,194075,showing,man,181
194172,194172,cracking,bowl,53
194254,194254,'s,monkey,54
194267,194267,slicing,cook,44
194339,194339,is,licking,225
194397,194397,bread,garlic,35
194403,194403,down,men,44
194404,194404,noodles,eating,34
194492,194492,man,going,44
194539,194539,slicing,vegetable,59
194638,194638,makeup,eye,54
194694,194694,cat,back,36
194696,194696,is,styling,46
195026,195026,man,standing,178
195077,195077,tomato,man,133
195120,195120,cat,milk,58
195131,195131,is,rubbing,57
195260,195260,man,puts,156
195290,195290,pool,are,93
195354,195354,is,digging,31
195358,195358,is,sharpening,49
195451,195451,paper,boy,49
195465,195465,People,riding,42
195488,195488,stage,girl,34
195492,195492,walking,dog,184
195678,195678,potato,pieces,43
195727,195727,milk,bowl,33
195856,195856,together,playing,31
195873,195873,woman,riding,586
195966,195966,woman,together,75
196011,196011,man,music,85
196045,196045,tortilla,man,53
196069,196069,picking,woman,37
196118,196118,cuts,Someone,35
196136,196136,hamster,eating,66
196180,196180,slicing,potato,159
196212,196212,man,wine,31
196222,196222,slicing,cucumber,90
196235,196235,walking,legs,37
196268,196268,chicken,is,384
196271,196271,ups,doing,38
196429,196429,woman,are,735
196574,196574,is,head,197
196603,196603,skin,man,43
196633,196633,doing,trick,41
196640,196640,laying,man,32
196676,196676,is,one,363
196701,196701,man,karate,42
196711,196711,stove,person,36
196717,196717,polar,is,93
196729,196729,are,players,44
196859,196859,'s,tail,56
196968,196968,is,mouse,51
197017,197017,strips,is,64
197047,197047,is,tap,36
197052,197052,grass,cow,70
197081,197081,working,is,59
197172,197172,is,ball,529
197191,197191,someone,preparing,46
197209,197209,piece,off,44
197221,197221,man,demonstrating,35
197227,197227,looking,man,72
197263,197263,eggplant,is,53
197267,197267,telephone,talking,38
197290,197290,call,is,38
197305,197305,plastic,man,88
197416,197416,is,chased,36
197531,197531,room,man,77
197553,197553,cutting,cucumber,40
197620,197620,truck,is,75
197642,197642,is,thing,35
197700,197700,track,train,44
197744,197744,off,ground,56
197829,197829,beach,is,153
197894,197894,man,microphone,104
197903,197903,is,falls,62
197904,197904,girl,eye,46
198002,198002,cleaning,floor,36
198034,198034,is,taking,417
198045,198045,dog,skateboard,41
198097,198097,brushing,hair,56
198103,198103,lifting,car,65
198119,198119,while,singing,58
198194,198194,paper,woman,56
198268,198268,is,piano,555
198329,198329,is,toad,34
198341,198341,shotgun,man,32
198359,198359,food,cooking,35
198407,198407,bacon,is,49
198421,198421,man,group,60
198427,198427,is,tying,44
198549,198549,IS,SOMETHING,73
198672,198672,sitting,is,513
198690,198690,boy,cutting,48
198817,198817,pours,Someone,43
198837,198837,seeds,hamster,44
198906,198906,one,cat,40
198957,198957,stirring,bowl,48
199055,199055,man,slices,225
199057,199057,cuts,half,48
199102,199102,walking,her,35
199147,199147,violin,girl,46
199292,199292,Someone,food,34
199322,199322,woman,cucumber,68
199351,199351,water,pours,61
199372,199372,is,having,47
199390,199390,peeler,is,33
199413,199413,make,showing,86
199450,199450,woman,car,69
199680,199680,chopping,potatoes,32
199683,199683,seeds,is,56
199705,199705,sitting,beach,35
199744,199744,gitter,playing,33
199819,199819,piano,playing,608
199888,199888,racing,is,38
199925,199925,raw,woman,40
200024,200024,water,pan,81
200027,200027,pours,pot,65
200056,200056,beating,man,48
200162,200162,bike,is,389
200167,200167,motor,is,45
200195,200195,walking,road,60
200231,200231,puts,woman,126
200253,200253,MAN,PLAYING,84
200260,200260,off,peeling,41
200415,200415,person,vegetable,31
200420,200420,ceiling,is,55
200436,200436,potatoe,is,35
200553,200553,turtle,is,106
200601,200601,man,did,53
200636,200636,making,her,55
200722,200722,teaching,man,48
200779,200779,horse,field,48
200891,200891,baby,sitting,57
200992,200992,box,opening,51
201012,201012,sidewalk,is,54
201033,201033,men,soccer,34
201038,201038,is,kneading,63
201107,201107,is,pasta,108
201177,201177,is,breaking,138
201244,201244,sand,man,53
201256,201256,bike,person,65
201267,201267,dog,her,114
201348,201348,oven,man,83
201356,201356,chopped,being,51
201379,201379,chef,slicing,86
201445,201445,bath,taking,77
201503,201503,cat,water,160
201511,201511,applying,face,41
201544,201544,cat,front,46
